data	word	mean	low	high
350	while	0.9972253627590282	0.9949795511902929	0.9994711743277634
375	while	0.9966860391876349	0.9935342674072793	0.9998378109679904
400	while	0.9973813579238087	0.9941481353097783	1.000614580537839
425	while	0.9964658532612392	0.9939500221616906	0.9989816843607877
450	while	0.99715197152093	0.9948224050600875	0.9994815379817726
475	while	0.995697586339722	0.9933091492837476	0.9980860233956965
500	while	0.9975531118970208	0.9960952131267085	0.9990110106673331
525	while	0.9964283303014945	0.9941134594855914	0.9987432011173976
550	while	0.9967032851736743	0.9934995604922068	0.9999070098551419
575	while	0.9972298854288599	0.9935249658894053	1.0009348049683147
600	while	0.997699277989313	0.9947534701729035	1.0006450858057225
