data	word	mean	low	high
25	before	0.7869676049893043	0.6886120911581864	0.8853231188204221
50	before	0.9646369775830426	0.9070356387975157	1.0222383163685695
75	before	0.9976130162721869	0.994676106303273	1.0005499262411008
100	before	0.9979333746116303	0.9950580740427004	1.0008086751805603
125	before	0.9980323293513932	0.9971037340552499	0.9989609246475365
150	before	0.9984969244133797	0.9962393640457997	1.0007544847809597
175	before	0.9984907837410818	0.997508954618202	0.9994726128639616
200	before	0.9987049115845481	0.9966356075685515	1.0007742156005446
225	before	0.9983239452665448	0.9958756329179792	1.0007722576151103
250	before	0.9980913812130053	0.9962705087182478	0.9999122537077628
275	before	0.9985554752314073	0.99600938657561	1.0011015638872045
300	before	0.9983807952452889	0.9963413844773809	1.000420206013197
325	before	0.9987845672278362	0.99733939147715	1.0002297429785223
350	before	0.9984392766066493	0.9961084054098372	1.0007701478034614
375	before	0.9986127899800895	0.9962711826550401	1.000954397305139
400	before	0.9984071271187203	0.9966635895949159	1.0001506646425247
425	before	0.9988776222674689	0.997261454769546	1.0004937897653918
450	before	0.9982661967445878	0.9957968229068113	1.0007355705823644
475	before	0.9985561298958379	0.996143152109377	1.0009691076822986
500	before	0.9978335323068739	0.9947865151270521	1.0008805494866957
525	before	0.9999420168151236	0.9997810296852898	1.0001030039449574
550	before	0.9983812278533151	0.9961481634077476	1.0006142922988825
575	before	0.9989572095201437	0.9984751337390465	0.9994392853012408
600	before	0.9991157787919869	0.9979476166107878	1.0002839409731858
25	after	0.6902154903030315	0.5579653377577939	0.8224656428482692
50	after	0.8165849784895072	0.6685046291928327	0.9646653277861816
75	after	0.8033682045967675	0.6213464403502814	0.9853899688432536
100	after	0.8075994396072266	0.6021395853373475	1.0130592938771057
125	after	0.8198485750541471	0.6507366168543167	0.9889605332539775
150	after	0.8208553978449811	0.5884683499892085	0.9552424457007538
175	after	0.8209528341319807	0.6587641566699037	0.9831415115940577
200	after	0.826338845585477	0.6818797333290773	0.9707979578418767
225	after	0.8305749453991357	0.68922842182794	0.9719214689703314
250	after	0.849236237077277	0.6717227530193516	0.9667497211352024
275	after	0.8687509846978244	0.7550446290255161	0.9824573403701328
300	after	0.8765017481466367	0.7888130912273399	0.9641904050659336
325	after	0.862743961109785	0.746117957587643	0.979369964631927
350	after	0.8656234018445794	0.7587486505138276	0.9724981531753313
375	after	0.8641242334383208	0.755348810945086	0.9728996559315556
400	after	0.8526382102438301	0.7303152259824692	0.954961194505191
425	after	0.8472220469645777	0.7270636066870407	0.9673804872421147
450	after	0.8441047302751036	0.7164187635737124	0.8717906969764949
475	after	0.8535265941642621	0.7159755205576377	0.8710776677708865
500	after	0.8471442779145544	0.7410336722984817	0.893254883530627
525	after	0.8486148945530066	0.7400128969712539	0.8972168921347593
550	after	0.8470236945862063	0.7450560645004422	0.9089913246719704
575	after	0.8376697549863616	0.724293842139915	0.9510456678328083
600	after	0.8310646734898152	0.7050950494813489	0.9570342974982814
25	since	0.533865124350885	0.46431382035593727	0.6034164283458326
50	since	0.5652308341152645	0.4203811921049566	0.7100804761255725
75	since	0.6166963661845775	0.2854958062371508	0.947896926132004
100	since	0.8260178454415998	0.6921049244021513	0.9599307664810484
125	since	0.9078803784563728	0.8502610186788774	0.9654997382338683
150	since	0.9330772200143468	0.858610970526783	1.0075434695019105
175	since	0.9453714346322594	0.8974583712227089	0.9932844980418098
200	since	0.9523644281910085	0.9123988047366386	0.9923300516453785
225	since	0.9612210511939374	0.9226721469354474	0.9997699554524274
250	since	0.9602412192773457	0.9217091653248922	0.9987732732297993
275	since	0.9590588213751262	0.9198010015636424	0.99831664118661
300	since	0.9448117283467067	0.8947664706559081	0.9948569860375053
325	since	0.9462901365573273	0.897723638993908	0.9948566341207467
350	since	0.9558602122680492	0.9174378942723714	0.9942825302637269
375	since	0.976443981798561	0.971125148450591	0.981762815146531
400	since	0.975011588539749	0.9694180826962085	0.9806050943832895
425	since	0.9759888756064381	0.9708816058993629	0.9810961453135133
450	since	0.9769753447324694	0.9728389654589392	0.9811117240059996
475	since	0.9780057868128175	0.97369936200144	0.9823122116241949
500	since	0.9779758144603636	0.9729182650471517	0.9830333638735755
525	since	0.9766477480213973	0.9712855622801126	0.982009933762682
550	since	0.9779307158768343	0.9730268686870663	0.9828345630666023
575	since	0.9788277806209393	0.9758877981492879	0.9817677630925907
600	since	0.9787816032847774	0.9707971164434923	0.9867660901260624
25	until	0.7466127069329744	0.7192732584399419	0.7739521554260069
50	until	0.7726358873893695	0.7378387968659444	0.8074329779127946
75	until	0.8205170095563599	0.7293740453457869	0.9116599737669329
100	until	0.8983035147345925	0.8049487886148554	0.9916582408543295
125	until	0.909435210983219	0.8176223445895339	1.0012480773769041
150	until	0.9370001930237652	0.9049829152208373	0.9690174708266932
175	until	0.9259511378909598	0.8733251917038235	0.9785770840780962
200	until	0.938105021624172	0.9147352146327521	0.9614748286155919
225	until	0.9408494358953057	0.9089573532733778	0.9727415185172336
250	until	0.9455371169640806	0.9160195645179834	0.9750546694101778
275	until	0.9476845599646484	0.9180177421879071	0.9773513777413897
300	until	0.9473254998809317	0.9255952388273863	0.9690557609344772
325	until	0.9681715960353771	0.9353839384970186	1.0009592535737355
350	until	0.9693342531008587	0.9289013474880226	1.009767158713695
375	until	0.9713977184548777	0.932137339370078	1.0106580975396773
400	until	0.9684979328069776	0.9336427481598539	1.0033531174541013
425	until	0.9706568141286095	0.9333323774650293	1.0079812507921897
450	until	0.9863696962309969	0.9644549422928924	1.0082844501691013
475	until	0.985771021557343	0.9616937236257271	1.009848319488959
500	until	0.9843783574492055	0.956921225337849	1.0118354895605621
525	until	0.9844349183539215	0.9606207729332212	1.0082490637746218
550	until	0.9848330481305044	0.9634286237476805	1.0062374725133285
575	until	0.9856502428370136	0.963818063023912	1.0074824226501153
600	until	0.9865230140332495	0.9667874001654904	1.0062586279010086
25	while	0.7215216298199365	0.6752417779899781	0.7678014816498949
50	while	0.7934992845263951	0.7853654983454388	0.8016330707073513
75	while	0.7974109444131582	0.7962142105150387	0.7986076783112777
100	while	0.8021905530471619	0.7875864666231047	0.8167946394712191
125	while	0.8325224175756569	0.7346865624995591	0.9303582726517547
150	while	0.8423126908782363	0.7346869992849506	0.9499383824715221
175	while	0.8637757295428337	0.7469774777120997	0.9805739813735677
200	while	0.890672887765206	0.7720246268857343	1.0093211486446778
225	while	0.9092859704032546	0.8410907157035322	1.057481225102977
250	while	0.9369085153248577	0.7806803348884094	1.0531366957613062
275	while	0.9558341067420507	0.7858528368888614	1.02581537659524
300	while	0.9700885281484897	0.8978743072094234	1.0423027490875558
325	while	0.9984356215676454	0.9969372344632728	0.9999340086720181
