data	word	mean	low	high
0	before	0.7441739604794213	0.6774128606189302	0.8109350603399124
25	before	0.9213938153574049	0.8371562779206434	1.0056313527941665
50	before	0.9745811905441624	0.9467502867805896	1.002412094307735
75	before	0.9948768729984178	0.9896248618926979	1.0001288841041376
100	before	0.9932381952486287	0.9858079435289182	1.0006684469683391
125	before	0.9964482016769285	0.9950161852559355	0.9978802180979215
150	before	0.9910444796686471	0.9772318760256994	1.0048570833115948
175	before	0.9891977221980465	0.9710273210800436	1.0073681233160492
200	before	0.9968138326797141	0.9951946178656856	0.9984330474937426
225	before	0.9978071966706891	0.996787426736515	0.9988269666048631
250	before	0.9987100442885102	0.9980894492868198	0.9993306392902006
275	before	0.997717440433809	0.9965014604583192	0.9989334204092989
300	before	0.9975532957953644	0.9961590752340569	0.998947516356672
325	before	0.9975507985103539	0.9963579240371665	0.9987436729835413
350	before	0.9971050489019153	0.995740203040773	0.9984698947630576
375	before	0.9980973401536506	0.9966885790505118	0.9995061012567894
400	before	0.9983436673947855	0.9969803732156677	0.9997069615739034
425	before	0.9985698018678805	0.9976375156320832	0.9995020881036777
450	before	0.9984812210064201	0.9971054368407664	0.9998570051720739
475	before	0.9990484349245152	0.9979590140721647	1.0001378557768656
500	before	0.9943707202998194	0.9853787205151321	1.0033627200845068
525	before	0.9950831304596738	0.9858990226260629	1.0042672382932847
550	before	0.994728760315076	0.9863162683700778	1.0031412522600742
575	before	0.9948326497831171	0.9867002434602739	1.0029650561059604
600	before	0.9950696534033011	0.9868852753152877	1.0032540314913145
625	before	0.9947897115024658	0.9867018592203157	1.0028775637846157
0	after	0.6775653454864153	0.6453635499363766	0.7097671410364541
25	after	0.745927778411002	0.7022806031132303	0.7895749537087737
50	after	0.8592316256843876	0.7970653534875861	0.9213978978811891
75	after	0.9098072396410662	0.8534105766680297	0.9662039026141028
100	after	0.9366090855949247	0.8873585622150095	0.9858596089748399
125	after	0.9867632854400421	0.9687592781886838	1.0047672926914004
150	after	0.9839002251955398	0.9590363139220683	1.0087641364690112
175	after	0.9838338278218611	0.9588577138242832	1.0088099418194392
200	after	0.9912950058599729	0.9850113007660501	0.9975787109538956
225	after	0.9947151992962969	0.9921620328072319	0.9972683657853619
250	after	0.9879398856982372	0.9689942703624806	1.0068855010339939
275	after	0.9969261621512296	0.993166067125849	1.0006862571766102
300	after	0.9972423824360259	0.9949600164754082	0.9995247483966436
325	after	0.9964752009512997	0.9947833029749837	0.9981670989276157
350	after	0.9958417114585044	0.9935007956729928	0.9981826272440161
375	after	0.9961751576071735	0.9945173159367267	0.9978329992776203
400	after	0.9984940493494544	0.9973782024969647	0.9996098962019441
425	after	0.9969596500574882	0.9952859224197967	0.9986333776951797
450	after	0.9967537144916907	0.9946872433967603	0.9988201855866211
475	after	0.9974895712179309	0.9961594572284541	0.9988196852074077
500	after	0.9960509445296526	0.9937799487289435	0.9983219403303617
525	after	0.9983012832990655	0.9975201835086119	0.9990823830895191
550	after	0.9971375274835649	0.9948608008832158	0.9994142540839139
575	after	0.9967958087401341	0.9947436799044899	0.9988479375757783
600	after	0.997263774379786	0.9951750189183116	0.9993525298412603
625	after	0.9970850967439523	0.9948615554084604	0.9993086380794441
0	since	0.6837802574462556	0.6578646026786219	0.7096959122138893
25	since	0.7462440022624829	0.7359437030857793	0.7565443014391865
50	since	0.7876501473129555	0.7566742496823804	0.8186260449435305
75	since	0.8319810408732814	0.7845493502685611	0.8794127314780017
100	since	0.873087188551318	0.8318052504304059	0.91436912667223
125	since	0.9140657954565322	0.8814151607949393	0.9467164301181251
150	since	0.9304542878036131	0.8941586461542703	0.9667499294529558
