before,after,since,until,while
0.7080924999999999,0.5831562499999999,0.5615574999999999,0.5584783333333334,0.5127533333333333
0.9271658333333335,0.6762429166666668,0.6698141666666667,0.6857108333333333,0.5753725
0.9738879166666666,0.8219191666666665,0.7368675000000001,0.7218104166666667,0.6473916666666666
0.99487625,0.8902008333333334,0.7955354166666666,0.8415633333333333,0.70810125
0.9932366666666667,0.9295658333333333,0.8520708333333334,0.86261625,0.7600008333333332
0.9964016666666669,0.9875433333333333,0.9050083333333333,0.8888891666666665,0.7782825
0.9915211458333334,0.9852775,0.9228422916666666,0.9267312500000001,0.8178101041666667
0.9899758333333334,0.9853075000000001,0.9482995833333335,0.9287670833333331,0.8694458333333334
0.9967457407407408,0.9912233333333332,0.9473670833333331,0.9361844907407408,0.8911808796296296
0.9977666666666666,0.9946183333333334,0.9492508333333333,0.9403666666666665,0.8930920833333333
0.9986975,0.9878508333333333,0.9544437499999999,0.9429462499999999,0.9172466666666667
0.9976766346153846,0.9969285897435897,0.9580678525641025,0.9359552884615384,0.9473381410256411
0.9975039215686275,0.9971964705882352,0.9611990196078432,0.9415613480392157,0.9545716666666667
0.9975060648148149,0.996390152116402,0.9685553373015873,0.94320875,0.9547117592592594
0.9970595833333333,0.9957216666666667,0.97350875,0.9477912500000002,0.9545487499999998
0.9980537500000001,0.9960766666666667,0.9732270833333333,0.95090625,0.9553762499999999
0.9983198611111109,0.9984660648148148,0.9736676388888889,0.9520325000000001,0.9555129629629628
0.9985440384615386,0.9968982634032635,0.9747887499999998,0.963276794871795,0.9557922814685315
0.9984654166666665,0.9966666666666666,0.9744025000000001,0.9616870833333334,0.9695745833333334
0.9990238970588236,0.9974422794117648,0.9749382598039213,0.9605278676470587,0.9769501715686274
0.9946320833333333,0.9959394907407408,0.9768266666666668,0.9667554166666665,0.9770585185185187
0.9953648391812866,0.9982703681552366,0.9792848529411765,0.9686711163883416,0.975731944014448
0.9949954983660131,0.99705579248366,0.9819939460784314,0.9674966666666666,0.9759468545751634
0.9951408333333333,0.9966925,0.9815570833333332,0.9680945833333334,0.9770416666666667
0.9953487500000001,0.9971925,0.9809551851851852,0.9729131944444444,0.9770514351851851
0.9950662499999998,0.9970033333333332,0.98195875,0.9775083333333333,0.9766575000000001
