before,after,since,until,while
0.7436489951449553,0.6903615617368756,0.6861457284603101,0.6863590960171675,0.6640983666444101
0.9691645371306237,0.7628835390469184,0.7566593506387437,0.7529772563532587,0.6926736384969969
0.9947545379636091,0.8596727271945983,0.7800247967273348,0.7722036682460558,0.7437020728620736
0.9976275370665507,0.9076681107781358,0.8110107911553095,0.814597298134451,0.804445588351779
0.9965218454895638,0.9694430254130008,0.8306142037584542,0.8109498647779008,0.8150443091396247
0.9975500026659538,0.9715698211707354,0.87332038024849,0.8698755836307813,0.8255423261150182
0.9969995279435964,0.9871467689211508,0.8694398261422914,0.8705635352815152,0.8554311926725205
0.9977302619066083,0.9856866200845519,0.8633905779927273,0.8608160586291944,0.8231043968319411
0.9908560453928987,0.9822037940863985,0.8723639152687831,0.8657141997025988,0.8516310275731273
0.9981644310936377,0.984986111223293,0.8902671813261869,0.864772232173689,0.9075026791206526
0.998179653612583,0.9907020611897914,0.889062391923238,0.8977345788682591,0.8657984598134172
0.9976529924194856,0.9818051198638943,0.8881145703162683,0.8763904609473749,0.8946609240008437
0.9981181505507021,0.9908008243459782,0.8802291783362142,0.9045547080537265,0.8861182382870547
0.9979091789171836,0.991187998251592,0.9064295191938596,0.8973524759484215,0.8744582181327423
0.9986732692707591,0.9878717470511681,0.9081976569133989,0.8864278885206772,0.8759999146829871
0.9983840492169004,0.9875022915675078,0.903490774180562,0.8737915272643767,0.9051304858234477
0.9979791985975847,0.9942392648056639,0.8972549720325367,0.8910487504532928,0.8845052048613229
0.9986991458063481,0.9963562745059383,0.9044993832297179,0.8962762317248341,0.8618941781819618
0.9981642024769384,0.99291172124247,0.881870408390262,0.880096292594204,0.8995717353582698
0.9985971058940741,0.9910873296415268,0.895809245965294,0.8879656553034766,0.8665300351376207
0.9981760959707958,0.9950555879914671,0.8964606497901291,0.8978391395166553,0.9152788844238701
0.9984898977380745,0.995432056436634,0.8882183156201953,0.8659834343047648,0.8888533731698597
0.9983420634244053,0.9962573433881601,0.8910103648654837,0.9060035084802687,0.9033901071034646
0.9989870561562785,0.9968585748600992,0.9111884705989158,0.8756204423661792,0.8784060511687073
